aeronave_ou_escopo,manobra_codigo_atual,manobra_nome_atual,categoria,tipo_conteudo,aplicabilidade,referencia_pto,referencia_normativa,modelos_que_utilizam,quantidade_de_modelos,observacao_documental
UNIVERSAL,EXA-E02-06,Aplicação da ECL,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-07,Prioridades operacionais,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-08,Necessidade de intervenção,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-09,Assunção dos controles,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-10,Planejamento integrado,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-11,Seleção de eventos,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-12,Condução organizada,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-13,Avaliação sem coaching,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-14,Aplicação dos padrões,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-15,Resultado interno,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-16,Fundamentação do resultado,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-17,Debriefing final,EXAMINADOR-PRATICO,BRIEFING,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,EXA-E02-18,Encerramento da ficha,EXAMINADOR-PRATICO,AVALIACAO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,EXA-02/02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-01,Planejamento e objetivos,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-02,Conhecimento do equipamento,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-03,Briefing da instrução,INSTRUTOR-PRATICO,BRIEFING,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-04,Assentos e comandos,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-05,Técnica de instrução,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-06,Procedimentos normais,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-07,Condução normal,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-08,Aproximação e pouso,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-09,Debriefing do bloco normal,INSTRUTOR-PRATICO,BRIEFING,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-10,Seleção da anormalidade,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-11,Diagnóstico,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-12,Ações imediatas,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-13,ECL/QRH coordenada,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-14,Degradação de automação,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-15,Falha específica,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-16,Identificação dos erros,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-17,Intervenção oportuna,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E01-18,Treinamento corretivo,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E01,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-01,Briefing de risco,INSTRUTOR-PRATICO,BRIEFING,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-02,Falha de motor,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-03,Decolagem rejeitada/continuada,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-04,Potência e limitações OEI,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-05,Condução OEI,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-06,Aproximação OEI,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-07,Pouso de emergência,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-08,Intervenção pelos assentos,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-09,Consequências da intervenção,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-10,Operação da estação,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-11,Recuperação de cenário,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-12,Sequenciamento de panes,INSTRUTOR-PRATICO,EMERGENCIA,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-13,Condução no assento aplicável,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-14,Monitoramento do aluno,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-15,Progressão incompatível,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-16,Ação corretiva,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-17,Instrução integrada,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
UNIVERSAL,INST-E02-18,Avaliação final,INSTRUTOR-PRATICO,NAO_CONFIRMADO,UNIVERSAL,NAO_LOCALIZADO_NA_REVISAO_PTO_VERSIONADA,,INST-E02,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-ACI-01,Procedimentos Normais VFR,ACIONAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-NOT-01; S76-NOT-02; S76-P-01/04-C1; S76-P-01/04-C2; S76-P-01/04-C3; S76-REQ-01; SK76-I-01/12; SK76-I-02/12; SK76-S-01/02,9,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-ACI-02,Procedimentos Normais IFR,ACIONAMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1; S76-P-02/04-C2; S76-P-02/04-C3; SK76-I-04/12; SK76-I-05/12; SK76-S-02/02,6,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AFC-01,Falha no flight director,AFCS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12; SK76-I-07/12; SK76-I-10/12; SK76-I-11/12,5,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AFC-02,Falha no piloto automático,AFCS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-04/12; SK76-I-07/12; SK76-I-10/12; SK76-I-11/12; SK76-I-12/12,5,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AFC-03,Falha no indicador TS,AFCS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-APR-11,Fogo de Origem Elétrica – VMC (Breakout),APROXIMACAO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C1; SK76-I-09/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-APR-46A,Indicação Insegura – Recolhimento do Trem,APROXIMACAO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2; SK76-I-07/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-APR-47,Trem de Pouso – Extensão de Emergência,APROXIMACAO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C2; SK76-I-07/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-APR-54,Luz de Cautela Windshield Hot,APROXIMACAO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-02/04-C2,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-APR-67,Emperramento do Amortecedor de Comando,APROXIMACAO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-P-01/04-C3,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-APR-71,Ditching com Potência,APROXIMACAO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior) | docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),,S76-NOT-02; S76-P-01/04-C2; SK76-I-10/12,3,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AVI-01,Falha no sistema de dados de voo,AVIONICOS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12; SK76-I-07/12; SK76-I-10/12,4,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AVI-02,Mau funcionamento do EFIS,AVIONICOS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AVI-03,Falha no sistema mestre de rádio,AVIONICOS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AVI-04,Perda de referência de 26 VAC,AVIONICOS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-AVI-05,Perda do indicador primário de atitude em IMC,AVIONICOS,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-04/12; SK76-I-07/12; SK76-I-10/12,4,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CKL-01,Checklist e preparação noturna,PROCEDIMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,S76-NOT-01; S76-NOT-02; S76-REQ-01; SK76-I-01/12; SK76-I-02/12; SK76-I-03/12; SK76-I-04/12; SK76-I-05/12; SK76-S-01/02; SK76-S-02/02,10,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CKL-02,Aplicação de checklist anormal,PROCEDIMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-03/12; SK76-I-06/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CKL-03,Aplicação do ECL para falha de motor,PROCEDIMENTO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,S76-NOT-01; S76-NOT-02,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CKL-04,ECL para DECU e falha de motor na decolagem/aproximação,PROCEDIMENTO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-06/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CKL-05,Ações de memória e ECL para rotor/transmissão,PROCEDIMENTO,PROCEDIMENTO_NORMAL,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-08/12,1,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
SK76,S76-CKL-06,Ações de memória para fogo/fumaça,PROCEDIMENTO,EMERGENCIA,SK76,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),,SK76-I-09/12; SK76-I-12/12,2,Codigo e nome canonicos do snapshot 2026-07-15; usar diretamente na revisao do PTO; o changeset 2026-07-15 e parcial e nao substitui este registro.
